,cluster_number,movie_title
1048,17,K-PAX 
1049,3,Kate & Leopold 
1050,3,Bedazzled 
1051,6,The Cotton Club 
1052,27,3:10 to Yuma 
1053,0,Taken 3 
1054,13,Out of Sight 
1055,7,The Cable Guy 
1056,31,Earth 
1057,6,Dick Tracy 
1058,13,The Thomas Crown Affair 
1059,20,Riding in Cars with Boys 
1061,17,Solaris 
1062,1,Happily N'Ever After 
1063,35,Mary Reilly 
1064,3,My Best Friend's Wedding 
1065,3,America's Sweethearts 
1066,17,Insomnia 
1067,34,Star Trek: First Contact 
1068,27,Jonah Hex 
1069,31,Courage Under Fire 
1070,3,Liar Liar 
1071,20,The Infiltrator 
1072,12,Inchon 
1073,10,The Flintstones 
1074,32,Taken 2 
1075,7,Scary Movie 3 
1076,19,Miss Congeniality 
1077,11,Journey to the Center of the Earth 
1078,10,The Princess Diaries 2: Royal Engagement 
1079,17,The Pelican Brief 
1080,17,The Client 
1081,2,The Bucket List 
1082,0,Patriot Games 
1083,3,Monster-in-Law 
1084,17,Prisoners 
1085,13,Training Day 
1086,24,Galaxy Quest 
1087,7,Scary Movie 2 
1088,21,The Muppets 
1089,35,Blade 
1090,23,Coach Carter 
1091,38,Changing Lanes 
1092,0,Anaconda 
1093,6,Coyote Ugly 
1094,3,Love Actually 
1095,1,A Bug's Life 
1097,32,The Specialist 
1098,23,Tin Cup 
1099,10,"Yours, Mine and Ours "
1100,23,Kicking & Screaming 
1101,24,The Hitchhiker's Guide to the Galaxy 
1102,10,Fat Albert 
1103,26,Resident Evil: Extinction 
1104,3,Blended 
1105,2,Last Holiday 
1106,32,The River Wild 
1107,10,The Indian in the Cupboard 
1108,13,Savages 
1109,32,Cellular 
1110,5,Johnny English 
1111,1,The Ant Bully 
1112,34,Dune 
1114,22,Revolutionary Road 
1115,32,16 Blocks 
1116,34,Babylon A.D. 
1117,32,The Glimmer Man 
1118,24,Multiplicity 
1119,10,Aliens in the Attic 
1120,17,The Pledge 
1121,21,The Producers 
1122,34,Dredd 
1123,11,The Phantom 
1124,27,All the Pretty Horses 
1125,30,Nixon 
1126,17,The Ghost Writer 
1127,26,Deep Rising 
1128,31,Miracle at St. Anna 
1129,22,Curse of the Golden Flower 
1130,32,Bangkok Dangerous 
1131,19,Big Trouble 
1132,22,Love in the Time of Cholera 
1133,29,The Returned             
1134,0,Shadow Conspiracy 
1135,19,Johnny English Reborn 
1136,1,Foodfight! 
1137,30,Argo 
1138,17,The Fugitive 
1139,3,The Bounty Hunter 
1140,13,Sleepers 
1141,31,Rambo: First Blood Part II 
1142,38,The Juror 
1143,37,Pinocchio 
1144,27,Heaven's Gate 
1145,11,Underworld: Evolution 
1147,38,Finding Forrester 
1148,7,28 Days 
1149,32,Unleashed 
1150,3,The Sweetest Thing 
1151,17,The Firm 
1152,22,Charlie St. Cloud 
1153,32,The Mechanic 
1154,19,21 Jump Street 
1155,3,Notting Hill 
1156,1,Chicken Run 
1157,3,Along Came Polly 
1158,3,Boomerang 
1159,19,The Heat 
1160,30,Cleopatra 
1161,23,Here Comes the Boom 
1162,17,High Crimes 
1163,3,The Mirror Has Two Faces 
1164,35,The Mothman Prophecies 
1165,7,Brüno 
1166,0,Licence to Kill 
1167,29,Red Riding Hood 
1168,32,15 Minutes 
1169,10,Super Mario Bros. 
1170,13,Lord of War 
1172,32,One for the Money 
1173,7,The Interview 
1174,27,The Warrior's Way 
1175,31,McHale's Navy             
1176,19,Micmacs 
1177,6,8 Mile 
1178,1,Animal Kingdom: Let's go Ape 
1179,5,A Knight's Tale 
1180,11,The Medallion 
1181,17,The Sixth Sense 
1182,32,Man on a Ledge 
1183,7,The Big Year 
1185,13,American Hustle 
1186,3,The Proposal 
1187,17,Double Jeopardy 
1188,24,Back to the Future Part II 
1189,34,Lucy 
1190,22,Fifty Shades of Grey 
1191,10,Spy Kids 3-D: Game Over 
1192,13,A Time to Kill 
1193,10,Cheaper by the Dozen 
1194,31,Lone Survivor 
1195,23,A League of Their Own 
1196,35,The Conjuring 2 
1197,20,The Social Network 
1198,3,He's Just Not That Into You 
1199,7,Scary Movie 4 
1200,35,Scream 3 
1201,27,Back to the Future Part III 
1202,19,Get Hard 
1203,29,Bram Stoker's Dracula 
1204,20,Julie & Julia 
1205,23,42 
1206,13,The Talented Mr. Ripley 
1207,7,Dumb and Dumber To 
1208,10,Eight Below 
1209,7,The Intern 
1210,5,Ride Along 2 
1211,31,The Last of the Mohicans 
1212,6,Ray 
1213,13,Sin City 
1214,17,Vantage Point 
1215,3,"I Love You, Man "
1216,3,Shallow Hal 
1217,30,JFK 
1218,19,Big Momma's House 2 
1219,19,The Mexican 
1220,23,Unbroken 
1221,10,17 Again 
1222,3,The Other Woman 
1223,35,The Final Destination 
1224,30,Bridge of Spies 
1225,31,Behind Enemy Lines 
1226,6,Get Him to the Greek 
1227,3,Shall We Dance 
1228,34,Small Soldiers 
1229,35,Spawn 
1230,0,The Count of Monte Cristo 
1231,13,The Lincoln Lawyer 
1233,17,The Prestige 
1234,19,Horrible Bosses 2 
1235,1,Escape from Planet Earth 
1236,0,Apocalypto 
1237,0,The Living Daylights 
1238,34,Predators 
1239,19,Legal Eagles 
1240,17,Secret Window 
1241,22,The Lake House 
1242,35,The Skeleton Key 
1243,10,The Odd Life of Timothy Green 
1244,3,Made of Honor 
1245,21,Jersey Boys 
1246,13,The Rainmaker 
1247,35,Gothika 
1248,30,Amistad 
1249,2,Medicine Man 
1250,26,Aliens vs. Predator: Requiem 
1251,10,Ri¢hie Ri¢h 
1252,22,Autumn in New York 
1253,6,Music and Lyrics 
1254,24,Paul 
1255,7,The Guilt Trip 
1256,35,Scream 4 
1257,17,8MM 
1258,21,The Doors 
1259,7,Sex Tape 
1260,7,Hanging Up 
1261,35,Final Destination 5 
1262,19,Mickey Blue Eyes 
1263,38,Pay It Forward 
1264,23,Fever Pitch 
1265,1,Arthur             
1266,7,Drillbit Taylor 
1267,27,A Million Ways to Die in the West 
1268,11,The Shadow 
1269,17,Extremely Loud & Incredibly Close 
1270,3,Morning Glory 
1271,6,Get Rich or Die Tryin' 
1272,32,The Art of War 
1273,21,Rent 
1274,35,Bless the Child 
1275,7,The Out-of-Towners 
1276,26,The Island of Dr. Moreau 
1277,5,The Musketeer 
1278,30,The Other Boleyn Girl 
1279,22,Sweet November 
1280,35,The Reaping 
1281,13,Mean Streets 
1282,7,Renaissance Man 
1283,32,Colombiana 
1284,37,The Magic Sword: Quest for Camelot 
1285,17,City by the Sea 
1286,22,At First Sight 
1287,19,Torque 
1288,38,City Hall 
1289,38,Showgirls 
1290,30,Marie Antoinette 
1291,32,Kiss of Death 
1292,32,Get Carter 
1293,38,The Impossible 
1294,6,Ishtar 
1295,1,Fantastic Mr. Fox 
1296,3,Life or Something Like It 
1297,24,Memoirs of an Invisible Man 
1298,3,Amélie 
1299,10,New York Minute 
1300,3,Alfie 
1301,20,Big Miracle 
1302,38,The Deep End of the Ocean 
1303,35,Feardotcom 
1304,11,Cirque du Freak: The Vampire's Assistant 
1306,7,Duplex 
1307,6,Soul Men 
1308,0,Raise the Titanic 
1309,34,Universal Soldier: The Return 
1310,26,Pandorum 
1311,17,Impostor 
1312,0,Extreme Ops 
1313,24,Just Visiting 
1314,24,Sunshine 
1315,7,A Thousand Words 
1316,1,Delgo 
1317,17,The Gunman 
1318,0,Alex Rider: Operation Stormbreaker 
1320,13,Hackers 
1321,31,The Hunting Party 
1322,29,The Hudsucker Proxy 
1323,12,The Warlords 
1324,12,Nomad: The Warrior 
1325,34,Snowpiercer 
1326,1,A Monster in Paris 
1327,7,The Last Shot 
1328,11,The Crow 
1329,31,Baahubali: The Beginning 
1330,24,The Time Traveler's Wife 
1331,3,Because I Said So 
1332,32,The Fast and the Furious 
1333,1,Frankenweenie 
1334,34,Serenity 
1335,23,Against the Ropes 
1336,34,Superman III 
1337,23,Grudge Match 
1338,12,Red Cliff 
1339,3,Sweet Home Alabama 
1340,3,The Ugly Truth 
1341,7,Sgt. Bilko 
1342,10,Spy Kids 2: Island of Lost Dreams 
1343,34,Star Trek: Generations 
1344,20,The Grandmaster 
1345,22,Water for Elephants 
1346,24,3rd Rock from the Sun             
1347,1,Dragon Nest: Warriors' Dawn 
1348,23,The Hurricane 
1349,13,Enough 
1350,19,Heartbreakers 
1351,19,Paul Blart: Mall Cop 2 
1352,22,Angel Eyes 
1353,7,Joe Somebody 
1354,17,The Ninth Gate 
1355,17,Extreme Measures 
1356,6,Rock Star 
1358,2,White Squall 
1359,26,The Thing 
1360,34,Riddick 
1361,17,Switchback 
1362,27,Texas Rangers 
1363,10,City of Ember 
1364,38,The Master 
1365,30,Virgin Territory 
1366,23,The Express 
1367,34,The 5th Wave 
1368,23,Creed 
1369,13,The Town 
1370,3,What to Expect When You're Expecting 
1371,7,Burn After Reading 
1372,10,Nim's Island 
1373,23,Rush 
1374,38,Magnolia 
1375,19,Cop Out 
1376,3,How to Be Single 
1377,10,Dolphin Tale 
1379,13,John Q 
1380,32,Blue Streak 
1381,19,We're the Millers 
1382,36,Obitaemyy ostrov 
1383,17,Breakdown 
1384,0,Never Say Never Again 
1385,24,Hot Tub Time Machine 
1386,10,Dolphin Tale 2 
1387,11,Reindeer Games 
1388,32,A Man Apart 
1390,30,Ghosts of Mississippi 
1391,17,Snow Falling on Cedars 
1392,35,The Rite 
1393,24,Gattaca 
1394,20,Isn't She Great 
1395,1,Space Chimps 
1396,7,Head of State 
1397,7,The Hangover 
1398,30,Ip Man 3 
1399,19,Austin Powers: The Spy Who Shagged Me 
1400,5,Batman 
1401,31,There Be Dragons 
1402,32,Lethal Weapon 3 
1403,23,The Blind Side 
1404,19,Rush Hour             
1405,10,Spy Kids 
1406,19,Horrible Bosses 
1407,27,True Grit 
1408,3,The Devil Wears Prada 
1409,24,Star Trek: The Motion Picture 
1410,19,Identity Thief 
1411,13,Cape Fear 
1412,13,21 
1413,3,Trainwreck 
1414,3,Guess Who 
1415,31,The English Patient 
1416,17,L.A. Confidential 
1417,10,Sky High 
1418,7,In & Out 
1419,26,Species 
1421,26,The Cell 
1422,5,The Man in the Iron Mask 
1423,30,Secretariat 
1424,1,TMNT 
1425,23,Radio 
1426,3,Friends with Benefits 
1427,7,Neighbors 2: Sorority Rising 
1428,30,Saving Mr. Banks 
1429,30,Malcolm X 
1430,7,This Is 40 
1431,10,Old Dogs 
1432,11,Underworld: Rise of the Lycans 
1433,3,License to Wed 
1434,23,The Benchwarmers 
1435,3,Must Love Dogs 
1436,20,Donnie Brasco 
1437,26,Resident Evil 
1439,19,The Ladykillers 
1440,17,Max Payne 
1441,34,In Time 
1442,3,The Back-up Plan 
1443,3,Something Borrowed 
1444,22,Hit the Floor             
1445,11,Black Knight 
1446,23,The Bad News Bears 
1447,0,Street Fighter 
1448,31,The Pianist 
1449,35,From Hell 
1450,10,The Nativity Story 
1452,22,Closer 
1453,20,J. Edgar 
1454,35,Mirrors 
1455,29,Queen of the Damned 
1456,26,Predator 2 
1457,13,Untraceable 
1458,24,Blast from the Past 
1459,34,Flash Gordon 
1460,3,Jersey Girl 
1461,17,Alex Cross 
1462,17,Midnight in the Garden of Good and Evil 
1464,10,Nanny McPhee Returns 
1465,20,Hoffa 
1466,17,The X Files: I Want to Believe 
1467,10,Ella Enchanted 
1468,23,Concussion 
1469,17,Abduction 
1470,1,Valiant 
1471,7,Wonder Boys 
1472,34,Superhero Movie 
1473,13,Broken City 
1474,35,Cursed 
1475,32,Premium Rush 
1476,19,Hot Pursuit 
1477,31,The Four Feathers 
1478,32,Parker 
1479,23,Wimbledon 
1480,10,Furry Vengeance 
1481,26,Bait 
1482,11,Krull 
1483,31,Lions for Lambs 
1484,31,Flight of the Intruder 
1485,6,Walk Hard: The Dewey Cox Story 
1486,38,The Shipping News 
1487,27,American Outlaws 
1488,30,The Young Victoria 
1489,17,Whiteout 
1490,38,The Tree of Life 
1491,0,Knock Off 
1493,17,The Order 
1494,32,Punisher: War Zone 
1495,34,Zoom 
1496,20,The Walk 
1497,11,Warriors of Virtue 
1498,3,A Good Year 
1499,17,Luther             
1500,38,Radio Flyer 
1501,13,"Blood In, Blood Out "
1502,33,Smilla's Sense of Snow 
1503,17,Femme Fatale 
1504,12,Lion of the Desert 
1505,31,The Horseman on the Roof 
1506,27,Ride with the Devil 
1507,38,Biutiful 
1508,34,The Lovers 
1509,27,Bandidas 
1510,13,Black Water Transit 
1511,34,The Maze Runner 
1512,7,Unfinished Business 
1513,22,The Age of Innocence 
1514,24,The Fountain 
1515,0,Chill Factor 
1516,32,Stolen 
1517,1,Ponyo 
1518,22,The Longest Ride 
1520,2,I Dreamed of Africa 
1521,23,Playing for Keeps 
1522,30,Mandela: Long Walk to Freedom 
1523,30,Reds 
1524,38,A Few Good Men 
1525,32,Exit Wounds 
1526,19,Big Momma's House 
1527,1,Thunder and the House of Magic 
1528,26,The Darkest Hour 
1529,6,Step Up Revolution 
1531,35,The Watcher 
1532,32,The Punisher 
1533,23,Goal! The Dream Begins 
1534,32,Safe 
1535,3,Pushing Tin 
1536,11,Star Wars: Episode VI - Return of the Jedi 
1537,34,Doomsday 
1538,22,The Reader 
1539,7,Wanderlust 
1540,10,Elf 
1541,24,Phenomenon 
1542,23,Snow Dogs 
1543,7,Scrooged 
1544,23,Nacho Libre 
1545,3,Bridesmaids 
1546,29,This Is the End 
1547,35,Stigmata 
1548,20,Men of Honor 
1549,32,Takers 
1550,7,The Big Wedding 
1551,19,"Big Mommas: Like Father, Like Son "
1552,17,Source Code 
1553,20,Alive 
1554,17,The Number 23 
1555,10,The Young and Prodigious T.S. Spivet 
1556,31,1941 
1557,23,Dreamer: Inspired by a True Story 
1558,13,A History of Violence 
1559,32,Transporter 2 
1560,27,The Quick and the Dead 
1561,39,Laws of Attraction 
1562,38,Bringing Out the Dead 
1563,32,Repo Men 
1564,29,Dragon Wars: D-War 
1565,10,Bogus 
1566,7,The Incredible Burt Wonderstone 
1567,37,Cats Don't Dance 
1568,38,Cradle Will Rock 
1569,17,The Good German 
1570,11,George and the Dragon 
1571,31,Apocalypse Now 
1572,3,Going the Distance 
1573,6,Mr. Holland's Opus 
1574,17,Criminal 
1575,20,Out of Africa 
1576,38,Flight 
1577,34,Moonraker 
1578,2,The Grand Budapest Hotel 
1579,17,Hearts in Atlantis 
1580,29,Arachnophobia 
1581,17,Frequency 
1582,11,Ghostbusters 
1583,2,Vacation 
1584,19,Get Shorty 
1585,21,Chicago 
1586,7,Big Daddy 
1587,7,American Pie 2 
1588,1,Toy Story 
1589,32,Speed 
1590,22,The Vow 
1591,38,Extraordinary Measures 
1592,23,Remember the Titans 
1593,0,The Hunt for Red October 
1594,20,Lee Daniels' The Butler 
1596,29,The Addams Family 
1597,2,Ace Ventura: When Nature Calls 
1598,10,The Princess Diaries 
1599,7,The First Wives Club 
1600,17,Se7en 
1601,34,District 9 
1602,1,The SpongeBob SquarePants Movie 
1603,17,Mystic River 
1604,23,Million Dollar Baby 
1605,19,Analyze This 
1606,22,The Notebook 
1607,3,27 Dresses 
1608,6,Hannah Montana: The Movie 
1609,1,Rugrats in Paris: The Movie 
1610,22,The Prince of Tides 
1611,27,Legends of the Fall 
1612,22,Up in the Air 
1613,7,About Schmidt 
1614,3,Warm Bodies 
1615,32,Looper 
1616,29,Down to Earth 
1617,10,Babe 
1618,3,Hope Springs 
1619,3,Forgetting Sarah Marshall 
1620,23,Friday Night Lights             
1621,17,Four Brothers 
1622,3,Baby Mama 
1623,22,Hope Floats 
1624,3,Bride Wars 
1625,2,Without a Paddle 
1626,3,13 Going on 30 
1627,3,Midnight in Paris 
1628,1,The Nut Job 
1629,20,Blow 
1630,22,Message in a Bottle 
1631,34,Star Trek V: The Final Frontier 
1632,23,Like Mike 
1633,19,Naked Gun 33 1/3: The Final Insult 
1634,0,A View to a Kill 
1635,1,The Curse of the Were-Rabbit 
1636,22,P.S. I Love You 
1637,23,Racing Stripes 
1638,31,Atonement 
1639,3,Letters to Juliet 
1640,32,Black Rain 
1641,7,The Three Stooges 
1642,37,Corpse Bride 
1643,23,Glory Road 
1644,17,Sicario 
1645,23,Southpaw 
1646,35,Drag Me to Hell 
1647,22,The Age of Adaline 
1648,10,Secondhand Lions 
1649,6,Step Up 3D 
1650,23,Blue Crush 
1651,3,Stranger Than Fiction 
1652,35,30 Days of Night 
1653,29,The Cabin in the Woods 
1654,7,Meet the Spartans 
1655,32,Midnight Run 
1656,32,The Running Man 
1657,21,Little Shop of Horrors 
1658,0,Hanna 
1659,17,The Family             
1660,11,Mortal Kombat: Annihilation 
1661,3,Larry Crowne 
1663,6,Take the Lead 
1664,7,Entourage             
1665,23,Gridiron Gang 
1666,19,What's the Worst That Could Happen? 
1667,34,9 
1669,10,The Prince and Me 
1670,37,Winnie the Pooh 
1671,7,Dumb and Dumberer: When Harry Met Lloyd 
1672,3,Bulworth 
1673,6,Get on Up 
1674,38,One True Thing 
1675,32,Virtuosity 
1676,24,My Super Ex-Girlfriend 
1677,35,Deliver Us from Evil 
1678,2,Sanctum 
1679,3,Little Black Book 
1680,3,The Five-Year Engagement 
1681,23,Mr 3000 
1682,13,The Next Three Days 
1683,26,Ultraviolet 
1684,32,Assault on Precinct 13 
1685,32,The Replacement Killers 
1686,5,Fled 
1687,35,Eight Legged Freaks 
1688,3,Love & Other Drugs 
1689,17,88 Minutes 
1690,38,North Country 
1691,19,The Whole Ten Yards 
1692,26,Splice 
1693,34,Howard the Duck 
1694,13,Pride and Glory 
1695,35,The Cave 
1696,3,Alex & Emma 
1698,35,Fright Night 
1699,30,The New World 
1700,34,Wing Commander 
1701,29,In Dreams 
1702,11,Dragonball: Evolution 
1703,32,The Last Stand 
1704,26,Godsend 
1706,1,Hoodwinked Too! Hood vs. Evil 
1707,38,An Unfinished Life 
1708,11,The Imaginarium of Doctor Parnassus 
1709,7,Barney's Version 
1710,13,Trapped             
1711,13,Runner Runner 
1712,32,Antitrust 
1714,13,Once Upon a Time in America 
1715,32,Dead Man Down 
1716,22,The Merchant of Venice 
1717,32,The Good Thief 
1718,23,Supercross 
1719,20,Miss Potter 
1720,11,The Promise 
1721,5,DOA: Dead or Alive 
1722,27,The Assassination of Jesse James by the Coward Robert Ford 
1723,12,1911 
1724,10,Little Nicholas 
1725,32,Wild Card 
1726,20,Machine Gun Preacher 
1727,1,Animals United 
1728,30,The Color of Freedom 
1729,23,United Passions 
1730,20,Grace of Monaco 
1731,36,A Warrior's Tail 
1732,17,Ripley's Game 
1733,1,Sausage Party 
1734,6,Pitch Perfect 2 
1735,6,Walk the Line 
1736,17,12 Monkeys             
1737,3,Keeping the Faith 
1738,10,The Borrowers 
1739,38,Frost/Nixon 
1740,20,Confessions of a Dangerous Mind 
1741,3,Serving Sara 
1742,7,The Boss 
1743,30,Cry Freedom 
1744,7,Mumford 
1745,29,Seed of Chucky 
1746,17,The Jacket 
1747,37,Aladdin 
1748,30,Straight Outta Compton 
1749,5,Indiana Jones and the Temple of Doom 
1750,37,The Rugrats Movie 
1751,13,Along Came a Spider 
1752,6,Florence Foster Jenkins 
1753,32,Once Upon a Time in Mexico 
1754,0,Die Hard 
1755,7,Role Models 
1756,30,The Big Short 
1757,6,Taking Woodstock 
1758,30,Miracle 
1760,3,The Wedding Planner 
1761,1,Harlock: Space Pirate 
1762,7,The Royal Tenenbaums 
1763,17,Identity 
1764,3,Last Vegas 
1765,0,For Your Eyes Only 
1766,3,Serendipity 
1767,32,Timecop 
1768,7,Zoolander 
1769,22,Safe Haven 
1770,10,Hocus Pocus 
1771,3,No Reservations 
1772,5,Kick-Ass 
1773,19,30 Minutes or Less 
1774,29,Dracula 2000 
1775,10,"Alexander and the Terrible, Horrible, No Good, Very Bad Day "
1776,22,Pride & Prejudice 
1777,24,Blade Runner 
1778,20,Rob Roy 
1779,0,3 Days to Kill 
1780,13,We Own the Night 
1781,35,Lost Souls 
1782,4,Winged Migration 
1783,3,Just My Luck 
1784,23,"Mystery, Alaska "
1785,10,The Spy Next Door 
1786,10,A Simple Wish 
1787,26,Ghosts of Mars 
1788,7,Our Brand Is Crisis 
1789,35,Pride and Prejudice and Zombies 
1790,12,Kundun 
1791,3,How to Lose Friends & Alienate People 
1792,19,Kick-Ass 2 
1793,12,Captain Alatriste: The Spanish Musketeer 
1794,32,Brick Mansions 
1795,0,Octopussy 
1796,3,Knocked Up 
1797,38,My Sister's Keeper 
1798,3,"Welcome Home, Roscoe Jenkins "
1799,30,A Passage to India 
1800,13,Notes on a Scandal 
1801,38,Rendition 
1802,13,Limitless             
1803,34,Star Trek VI: The Undiscovered Country 
1804,38,Divine Secrets of the Ya-Ya Sisterhood 
1805,10,The Jungle Book 
1806,17,Kiss the Girls 
1807,6,The Blues Brothers 
1808,3,The Sisterhood of the Traveling Pants 2 
1809,6,Joyful Noise 
1810,3,About a Boy 
1811,35,Lake Placid 
1813,30,The Right Stuff 
1814,30,Anonymous 
1815,10,The NeverEnding Story 
1816,17,Dark City 
1817,30,The Duchess 
1818,10,The Honeymooners             
1819,29,Return to Oz 
1820,27,The Newton Boys 
1821,35,Case 39 
1822,17,Suspect Zero 
1823,10,Martian Child 
1824,10,Spy Kids: All the Time in the World in 4D 
1825,13,Money Monster 
1826,32,Formula 51 
1827,19,Flawless 
1828,35,Mindhunters 
1829,7,What Just Happened 
1830,38,The Statement 
1831,21,The Magic Flute 
1832,19,Paul Blart: Mall Cop 
1833,6,Freaky Friday 
1834,3,The 40-Year-Old Virgin 
1835,3,Shakespeare in Love 
1836,17,A Walk Among the Tombstones 
1837,19,Kindergarten Cop 
1838,19,Pineapple Express 
1839,3,Ever After: A Cinderella Story 
1840,27,Open Range 
1841,26,Flatliners 
1842,7,It's Always Sunny in Philadelphia             
1843,12,A Bridge Too Far 
1844,17,Red Eye 
1845,35,Final Destination 2 
1846,6,"O Brother, Where Art Thou? "
1847,29,Legion 
1848,19,Pain & Gain 
1849,3,In Good Company 
1850,34,Clockstoppers 
1851,27,Silverado 
1853,10,Agent Cody Banks 2: Destination London 
1854,3,New Year's Eve 
1855,17,Original Sin 
1856,17,The Raven 
1857,3,Welcome to Mooseport 
1858,11,Highlander: The Final Dimension 
1859,13,Blood and Wine 
1860,29,Snow White: A Tale of Terror 
1861,19,The Curse of the Jade Scorpion 
1862,3,Accidental Love 
1863,10,Flipper 
1864,34,Self/less 
1865,17,The Constant Gardener 
1866,38,The Passion of the Christ 
1867,10,Mrs. Doubtfire 
1868,38,Rain Man 
1869,38,Gran Torino 
1870,30,W. 
1871,0,Taken 
1872,22,The Best of Me 
1873,6,The Bodyguard 
1874,30,Schindler's List 
1875,38,The Help 
1876,20,The Fifth Estate 
1877,10,Scooby-Doo 2: Monsters Unleashed 
1878,36,Viy 
1879,35,Freddy vs. Jason 
1880,38,The Face of an Angel 
1881,1,Jimmy Neutron: Boy Genius 
1882,26,Cloverfield 
1883,10,Teenage Mutant Ninja Turtles II: The Secret of the Ooze 
1884,13,The Untouchables 
1885,13,No Country for Old Men 
1886,19,Ride Along 
1887,3,Bridget Jones's Diary 
1888,22,Chocolat 
1889,7,"Legally Blonde 2: Red, White & Blonde "
1890,10,Parental Guidance 
1891,3,No Strings Attached 
1892,27,Tombstone 
1893,32,Romeo Must Die 
1895,35,Final Destination 3 
1896,22,The Lucky One 
1897,10,Bridge to Terabithia 
1898,20,Finding Neverland 
1899,7,A Madea Christmas 
1900,0,The Grey 
1901,35,Hide and Seek 
1902,7,Anchorman: The Legend of Ron Burgundy 
1903,20,Goodfellas 
1904,10,Agent Cody Banks 
1905,10,Nanny McPhee 
1906,13,Scarface 
1907,19,Nothing to Lose 
1908,30,The Last Emperor 
1909,32,Contraband 
1910,32,Money Talks 
1911,38,There Will Be Blood 
1912,1,The Wild Thornberrys Movie 
1913,37,Rugrats Go Wild 
1914,5,Undercover Brother 
1915,10,The Sisterhood of the Traveling Pants 
1916,32,Kiss of the Dragon 
1917,3,The House Bunny 
1918,7,Beauty Shop 
1919,23,Million Dollar Arm 
1920,24,The Giver 
1921,10,What a Girl Wants 
1922,35,Jeepers Creepers II 
1923,3,Good Luck Chuck 
1924,32,Cradle 2 the Grave 
1925,22,The Hours 
1926,3,She's the Man 
1927,10,Mr. Bean's Holiday 
1928,0,Anacondas: The Hunt for the Blood Orchid 
1929,13,Blood Ties 
1930,6,August Rush 
1931,30,Elizabeth 
1932,29,Bride of Chucky 
1933,12,Tora! Tora! Tora! 
1934,6,Spice World 
1935,7,The Sitter 
1936,6,Dance Flick 
1937,13,The Shawshank Redemption 
1938,19,Crocodile Dundee in Los Angeles 
1939,23,Kingpin 
1941,38,August: Osage County 
1942,23,Ice Princess 
1943,3,A Lot Like Love 
1945,23,He Got Game 
1946,3,Don Juan DeMarco 
1947,1,Shaun the Sheep             
1948,31,Dear John 
1949,17,The Losers 
1950,29,Don't Be Afraid of the Dark 
1951,32,War 
1952,3,Punch-Drunk Love 
1953,7,EuroTrip 
1954,32,Half Past Dead 
1955,10,Unaccompanied Minors 
1956,38,"Bright Lights, Big City "
1957,37,The Adventures of Pinocchio 
1958,23,The Greatest Game Ever Played 
1959,17,The Box 
1960,35,The Ruins 
1961,3,The Next Best Thing 
1963,3,The Girl Next Door 
1964,17,Maximum Risk 
1966,30,Legend 
1967,7,Hot Rod 
1968,35,Shark Night 3D 
1969,38,Angela's Ashes 
1970,23,Draft Day 
1971,26,Lifeforce 
1972,19,The Powerpuff Girls             
1973,30,The Conspirator 
1974,23,Lords of Dogtown 
1975,30,The 33 
1976,11,Big Trouble in Little China 
1977,3,A Perfect Plan 
1978,23,Warrior 
1979,31,Michael Collins 
1980,12,Gettysburg 
1981,31,Stop-Loss 
1982,6,Abandon 
1983,17,Brokedown Palace 
1985,3,Mrs. Winterbourne 
1986,0,Straw Dogs 
1987,7,The Hoax 
1988,32,Stone Cold 
1989,2,The Road 
1990,11,Sheena 
1991,32,Underclassman 
1992,3,Say It Isn't So 
1993,23,The World's Fastest Indian 
1994,32,Snakes on a Plane 
1995,34,Tank Girl 
1996,19,King's Ransom 
1997,17,Blindness 
1998,29,BloodRayne 
1999,7,Carnage 
2000,17,Where the Truth Lies 
2001,29,Cirque du Soleil: Worlds Away 
2002,23,Without Limits 
2003,38,Me and Orson Welles 
2004,17,The Best Offer 
2005,13,Bad Lieutenant: Port of Call New Orleans 
2006,1,A Turtle's Tale: Sammy's Adventures 
2007,7,Little White Lies 
2008,23,Love Ranch 
2009,1,The True Story of Puss'N Boots 
2010,36,Space Dogs 
2011,13,The Counselor 
2012,30,Ironclad 
2013,12,Waterloo 
2014,5,Kung Fu Killer 
2015,0,Red Sky 
2017,2,On the Road 
2018,24,Star Trek IV: The Voyage Home 
2019,23,Rocky Balboa 
2020,23,Point Break 
2021,35,Scream 2 
2022,27,Jane Got a Gun 
2023,3,Think Like a Man Too 
2024,19,The Whole Nine Yards 
2026,7,Old School 
2027,7,The Fisher King 
2028,35,I Still Know What You Did Last Summer 
2029,3,Return to Me 
2030,3,Zack and Miri Make a Porno 
2031,19,Nurse Betty 
2032,31,The Men Who Stare at Goats 
2033,32,Double Take 
2034,20,"Girl, Interrupted "
2035,3,Win a Date with Tad Hamilton! 
2036,6,Muppets from Space 
2037,37,The Wiz 
2038,23,Ready to Rumble 
2039,23,Play It to the Bone 
2040,3,I Don't Know How She Does It 
2041,35,Piranha 3D 
2042,21,Beyond the Sea 
2043,10,Meet the Deedles 
2044,1,The Princess and the Cobbler 
2045,22,The Bridge of San Luis Rey 
2046,32,Faster 
2047,1,Howl's Moving Castle 
2048,26,Zombieland 
2050,23,The Waterboy 
2051,11,Star Wars: Episode V - The Empire Strikes Back 
2052,32,Bad Boys 
2053,19,The Naked Gun 2½: The Smell of Fear 
2054,35,Final Destination 
2055,38,The Ides of March 
