,cluster_number,movie_title
1002,19,The Cotton Club 
1003,44,3:10 to Yuma 
1004,1,Taken 3 
1005,27,Out of Sight 
1006,4,The Cable Guy 
1007,13,Earth 
1008,19,Dick Tracy 
1009,27,The Thomas Crown Affair 
1010,36,Riding in Cars with Boys 
1011,8,Solaris 
1012,3,Happily N'Ever After 
1013,18,Mary Reilly 
1014,39,My Best Friend's Wedding 
1015,39,America's Sweethearts 
1016,8,Insomnia 
1017,22,Star Trek: First Contact 
1018,15,Jonah Hex 
1019,13,Courage Under Fire 
1020,24,Liar Liar 
1021,36,The Infiltrator 
1022,10,Inchon 
1023,42,The Flintstones 
1024,25,Taken 2 
1025,21,Scary Movie 3 
1026,40,Miss Congeniality 
1027,37,Journey to the Center of the Earth 
1028,39,The Princess Diaries 2: Royal Engagement 
1029,31,The Pelican Brief 
1030,31,The Client 
1031,4,The Bucket List 
1032,1,Patriot Games 
1033,39,Monster-in-Law 
1034,31,Prisoners 
1035,27,Training Day 
1036,22,Galaxy Quest 
1037,21,Scary Movie 2 
1038,20,The Muppets 
1039,18,Blade 
1040,16,Coach Carter 
1041,2,Changing Lanes 
1042,18,Anaconda 
1043,19,Coyote Ugly 
1044,23,Love Actually 
1045,3,A Bug's Life 
1046,25,The Specialist 
1047,16,Tin Cup 
1048,21,"Yours, Mine and Ours "
1049,16,Kicking & Screaming 
1050,22,The Hitchhiker's Guide to the Galaxy 
1051,42,Fat Albert 
1052,41,Resident Evil: Extinction 
1053,39,Blended 
1054,4,Last Holiday 
1055,25,The River Wild 
1056,42,The Indian in the Cupboard 
1057,27,Savages 
1058,25,Cellular 
1059,12,Johnny English 
1060,3,The Ant Bully 
1061,22,Dune 
1062,23,Revolutionary Road 
1063,25,16 Blocks 
1064,22,Babylon A.D. 
1065,25,The Glimmer Man 
1066,39,Multiplicity 
1067,17,Aliens in the Attic 
1068,31,The Pledge 
1069,30,The Producers 
1070,41,Dredd 
1071,37,The Phantom 
1072,44,All the Pretty Horses 
1073,32,Nixon 
1074,8,The Ghost Writer 
1075,22,Deep Rising 
1076,13,Miracle at St. Anna 
1077,23,Curse of the Golden Flower 
1078,25,Bangkok Dangerous 
1079,38,Big Trouble 
1080,23,Love in the Time of Cholera 
1081,26,The Returned             
1082,1,Shadow Conspiracy 
1083,40,Johnny English Reborn 
1084,3,Foodfight! 
1085,32,Argo 
1086,31,The Fugitive 
1087,39,The Bounty Hunter 
1088,27,Sleepers 
1089,13,Rambo: First Blood Part II 
1090,2,The Juror 
1091,20,Pinocchio 
1092,44,Heaven's Gate 
1093,37,Underworld: Evolution 
1094,2,Finding Forrester 
1095,4,28 Days 
1096,25,Unleashed 
1097,39,The Sweetest Thing 
1098,8,The Firm 
1099,24,Charlie St. Cloud 
1100,25,The Mechanic 
1101,40,21 Jump Street 
1102,23,Notting Hill 
1103,33,Chicken Run 
1104,39,Along Came Polly 
1105,39,Boomerang 
1106,40,The Heat 
1107,32,Cleopatra 
1108,16,Here Comes the Boom 
1109,31,High Crimes 
1110,23,The Mirror Has Two Faces 
1111,26,The Mothman Prophecies 
1112,21,Brüno 
1113,12,Licence to Kill 
1114,26,Red Riding Hood 
1115,25,15 Minutes 
1116,17,Super Mario Bros. 
1117,27,Lord of War 
1118,40,One for the Money 
1119,21,The Interview 
1120,15,The Warrior's Way 
1121,13,McHale's Navy             
1122,40,Micmacs 
1123,19,8 Mile 
1124,33,Animal Kingdom: Let's go Ape 
1125,12,A Knight's Tale 
1126,42,The Medallion 
1127,8,The Sixth Sense 
1128,25,Man on a Ledge 
1129,21,The Big Year 
1130,27,American Hustle 
1131,23,The Proposal 
1132,31,Double Jeopardy 
1133,22,Back to the Future Part II 
1134,41,Lucy 
1135,23,Fifty Shades of Grey 
1136,22,Spy Kids 3-D: Game Over 
1137,27,A Time to Kill 
1138,21,Cheaper by the Dozen 
1139,13,Lone Survivor 
1140,16,A League of Their Own 
1141,26,The Conjuring 2 
1142,36,The Social Network 
1143,23,He's Just Not That Into You 
1144,21,Scary Movie 4 
1145,26,Scream 3 
1146,15,Back to the Future Part III 
1147,38,Get Hard 
1148,35,Bram Stoker's Dracula 
1149,36,Julie & Julia 
1150,43,42 
1151,27,The Talented Mr. Ripley 
1152,21,Dumb and Dumber To 
1153,17,Eight Below 
1154,4,The Intern 
1155,21,Ride Along 2 
1156,13,The Last of the Mohicans 
1157,19,Ray 
1158,27,Sin City 
1159,31,Vantage Point 
1160,39,"I Love You, Man "
1161,24,Shallow Hal 
1162,28,JFK 
1163,38,Big Momma's House 2 
1164,38,The Mexican 
1165,43,Unbroken 
1166,24,17 Again 
1167,39,The Other Woman 
1168,18,The Final Destination 
1169,28,Bridge of Spies 
1170,13,Behind Enemy Lines 
1171,19,Get Him to the Greek 
1172,23,Shall We Dance 
1173,22,Small Soldiers 
1174,18,Spawn 
1175,12,The Count of Monte Cristo 
1176,27,The Lincoln Lawyer 
1177,8,The Prestige 
1178,38,Horrible Bosses 2 
1179,33,Escape from Planet Earth 
1180,12,Apocalypto 
1181,12,The Living Daylights 
1182,22,Predators 
1183,38,Legal Eagles 
1184,8,Secret Window 
1185,24,The Lake House 
1186,26,The Skeleton Key 
1187,42,The Odd Life of Timothy Green 
1188,39,Made of Honor 
1189,0,Jersey Boys 
1190,27,The Rainmaker 
1191,26,Gothika 
1192,28,Amistad 
1193,23,Medicine Man 
1194,41,Aliens vs. Predator: Requiem 
1195,21,Ri¢hie Ri¢h 
1196,23,Autumn in New York 
1197,19,Music and Lyrics 
1198,22,Paul 
1199,4,The Guilt Trip 
1200,26,Scream 4 
1201,8,8MM 
1202,0,The Doors 
1203,21,Sex Tape 
1204,21,Hanging Up 
1205,18,Final Destination 5 
1206,38,Mickey Blue Eyes 
1207,2,Pay It Forward 
1208,16,Fever Pitch 
1209,33,Arthur             
1210,4,Drillbit Taylor 
1211,15,A Million Ways to Die in the West 
1212,31,The Shadow 
1213,8,Extremely Loud & Incredibly Close 
1214,23,Morning Glory 
1215,19,Get Rich or Die Tryin' 
1216,25,The Art of War 
1217,30,Rent 
1218,18,Bless the Child 
1219,21,The Out-of-Towners 
1220,18,The Island of Dr. Moreau 
1221,12,The Musketeer 
1222,32,The Other Boleyn Girl 
1223,23,Sweet November 
1224,18,The Reaping 
1225,27,Mean Streets 
1226,4,Renaissance Man 
1227,25,Colombiana 
1228,20,The Magic Sword: Quest for Camelot 
1229,31,City by the Sea 
1230,23,At First Sight 
1231,40,Torque 
1232,2,City Hall 
1233,2,Showgirls 
1234,32,Marie Antoinette 
1235,25,Kiss of Death 
1236,25,Get Carter 
1237,2,The Impossible 
1238,19,Ishtar 
1239,33,Fantastic Mr. Fox 
1240,39,Life or Something Like It 
1241,34,Memoirs of an Invisible Man 
1242,39,Amélie 
1243,38,New York Minute 
1244,23,Alfie 
1245,36,Big Miracle 
1246,2,The Deep End of the Ocean 
1247,18,Feardotcom 
1248,37,Cirque du Freak: The Vampire's Assistant 
1249,21,Duplex 
1250,19,Soul Men 
1251,12,Raise the Titanic 
1252,41,Universal Soldier: The Return 
1253,26,Pandorum 
1254,8,Impostor 
1255,12,Extreme Ops 
1256,42,Just Visiting 
1257,22,Sunshine 
1258,4,A Thousand Words 
1259,3,Delgo 
1260,31,The Gunman 
1261,12,Alex Rider: Operation Stormbreaker 
1262,27,Hackers 
1263,13,The Hunting Party 
1264,42,The Hudsucker Proxy 
1265,10,The Warlords 
1266,10,Nomad: The Warrior 
1267,41,Snowpiercer 
1268,3,A Monster in Paris 
1269,21,The Last Shot 
1270,24,The Crow 
1271,13,Baahubali: The Beginning 
1272,24,The Time Traveler's Wife 
1273,39,Because I Said So 
1274,25,The Fast and the Furious 
1275,33,Frankenweenie 
1276,22,Serenity 
1277,43,Against the Ropes 
1278,41,Superman III 
1279,16,Grudge Match 
1280,10,Red Cliff 
1281,39,Sweet Home Alabama 
1282,39,The Ugly Truth 
1283,21,Sgt. Bilko 
1284,22,Spy Kids 2: Island of Lost Dreams 
1285,22,Star Trek: Generations 
1286,36,The Grandmaster 
1287,23,Water for Elephants 
1288,34,3rd Rock from the Sun             
1289,3,Dragon Nest: Warriors' Dawn 
1290,43,The Hurricane 
1291,27,Enough 
1292,38,Heartbreakers 
1293,40,Paul Blart: Mall Cop 2 
1294,23,Angel Eyes 
1295,4,Joe Somebody 
1296,8,The Ninth Gate 
1297,31,Extreme Measures 
1298,19,Rock Star 
1299,2,White Squall 
1300,26,The Thing 
1301,41,Riddick 
1302,31,Switchback 
1303,15,Texas Rangers 
1304,17,City of Ember 
1305,2,The Master 
1306,28,Virgin Territory 
1307,43,The Express 
1308,22,The 5th Wave 
1309,16,Creed 
1310,27,The Town 
1311,23,What to Expect When You're Expecting 
1312,4,Burn After Reading 
1313,17,Nim's Island 
1314,43,Rush 
1315,2,Magnolia 
1316,40,Cop Out 
1317,39,How to Be Single 
1318,2,Dolphin Tale 
1319,27,John Q 
1320,40,Blue Streak 
1321,38,We're the Millers 
1322,22,Obitaemyy ostrov 
1323,31,Breakdown 
1324,12,Never Say Never Again 
1325,34,Hot Tub Time Machine 
1326,2,Dolphin Tale 2 
1327,37,Reindeer Games 
1328,25,A Man Apart 
1329,28,Ghosts of Mississippi 
1330,8,Snow Falling on Cedars 
1331,26,The Rite 
1332,34,Gattaca 
1333,36,Isn't She Great 
1334,33,Space Chimps 
1335,21,Head of State 
1336,4,The Hangover 
1337,32,Ip Man 3 
1338,40,Austin Powers: The Spy Who Shagged Me 
1339,12,Batman 
1340,13,There Be Dragons 
1341,25,Lethal Weapon 3 
1342,43,The Blind Side 
1343,40,Rush Hour             
1344,22,Spy Kids 
1345,38,Horrible Bosses 
1346,44,True Grit 
1347,23,The Devil Wears Prada 
1348,22,Star Trek: The Motion Picture 
1349,38,Identity Thief 
1350,27,Cape Fear 
1351,27,21 
1352,39,Trainwreck 
1353,39,Guess Who 
1354,13,The English Patient 
1355,31,L.A. Confidential 
1356,17,Sky High 
1357,21,In & Out 
1358,41,Species 
1359,18,The Cell 
1360,12,The Man in the Iron Mask 
1361,5,Secretariat 
1362,3,TMNT 
1363,43,Radio 
1364,39,Friends with Benefits 
1365,21,Neighbors 2: Sorority Rising 
1366,32,Saving Mr. Banks 
1367,32,Malcolm X 
1368,21,This Is 40 
1369,21,Old Dogs 
1370,37,Underworld: Rise of the Lycans 
1371,39,License to Wed 
1372,16,The Benchwarmers 
1373,39,Must Love Dogs 
1374,36,Donnie Brasco 
1375,41,Resident Evil 
1376,38,The Ladykillers 
1377,31,Max Payne 
1378,41,In Time 
1379,39,The Back-up Plan 
1380,23,Something Borrowed 
1381,23,Hit the Floor             
1382,42,Black Knight 
1383,16,The Bad News Bears 
1384,12,Street Fighter 
1385,13,The Pianist 
1386,26,From Hell 
1387,24,The Nativity Story 
1388,23,Closer 
1389,36,J. Edgar 
1390,26,Mirrors 
1391,35,Queen of the Damned 
1392,41,Predator 2 
1393,27,Untraceable 
1394,34,Blast from the Past 
1395,22,Flash Gordon 
1396,23,Jersey Girl 
1397,31,Alex Cross 
1398,31,Midnight in the Garden of Good and Evil 
1399,42,Nanny McPhee Returns 
1400,36,Hoffa 
1401,8,The X Files: I Want to Believe 
1402,42,Ella Enchanted 
1403,43,Concussion 
1404,8,Abduction 
1405,33,Valiant 
1406,4,Wonder Boys 
1407,41,Superhero Movie 
1408,27,Broken City 
1409,18,Cursed 
1410,25,Premium Rush 
1411,40,Hot Pursuit 
1412,13,The Four Feathers 
1413,25,Parker 
1414,16,Wimbledon 
1415,21,Furry Vengeance 
1416,41,Bait 
1417,37,Krull 
1418,13,Lions for Lambs 
1419,13,Flight of the Intruder 
1420,19,Walk Hard: The Dewey Cox Story 
1421,2,The Shipping News 
1422,15,American Outlaws 
1423,32,The Young Victoria 
1424,31,Whiteout 
1425,24,The Tree of Life 
1426,1,Knock Off 
1427,8,The Order 
1428,25,Punisher: War Zone 
1429,22,Zoom 
1430,36,The Walk 
1431,37,Warriors of Virtue 
1432,23,A Good Year 
1433,31,Luther             
1434,2,Radio Flyer 
1435,27,"Blood In, Blood Out "
1436,41,Smilla's Sense of Snow 
1437,31,Femme Fatale 
1438,10,Lion of the Desert 
1439,13,The Horseman on the Roof 
1440,44,Ride with the Devil 
1441,2,Biutiful 
1442,22,The Lovers 
1443,15,Bandidas 
1444,27,Black Water Transit 
1445,8,The Maze Runner 
1446,21,Unfinished Business 
1447,23,The Age of Innocence 
1448,34,The Fountain 
1449,12,Chill Factor 
1450,25,Stolen 
1451,3,Ponyo 
1452,23,The Longest Ride 
1453,23,I Dreamed of Africa 
1454,16,Playing for Keeps 
1455,32,Mandela: Long Walk to Freedom 
1456,32,Reds 
1457,2,A Few Good Men 
1458,25,Exit Wounds 
1459,40,Big Momma's House 
1460,3,Thunder and the House of Magic 
1461,41,The Darkest Hour 
1462,19,Step Up Revolution 
1463,26,The Watcher 
1464,25,The Punisher 
1465,16,Goal! The Dream Begins 
1466,25,Safe 
1467,23,Pushing Tin 
1468,37,Star Wars: Episode VI - Return of the Jedi 
1469,41,Doomsday 
1470,23,The Reader 
1471,21,Wanderlust 
1472,42,Elf 
1473,24,Phenomenon 
1474,16,Snow Dogs 
1475,24,Scrooged 
1476,16,Nacho Libre 
1477,39,Bridesmaids 
1478,42,This Is the End 
1479,18,Stigmata 
1480,36,Men of Honor 
1481,25,Takers 
1482,21,The Big Wedding 
1483,40,"Big Mommas: Like Father, Like Son "
1484,8,Source Code 
1485,36,Alive 
1486,8,The Number 23 
1487,12,The Young and Prodigious T.S. Spivet 
1488,13,1941 
1489,16,Dreamer: Inspired by a True Story 
1490,27,A History of Violence 
1491,25,Transporter 2 
1492,15,The Quick and the Dead 
1493,39,Laws of Attraction 
1494,2,Bringing Out the Dead 
1495,41,Repo Men 
1496,35,Dragon Wars: D-War 
1497,42,Bogus 
1498,21,The Incredible Burt Wonderstone 
1499,20,Cats Don't Dance 
1500,2,Cradle Will Rock 
1501,8,The Good German 
1502,37,George and the Dragon 
1503,13,Apocalypse Now 
1504,39,Going the Distance 
1505,19,Mr. Holland's Opus 
1506,31,Criminal 
1507,36,Out of Africa 
1508,2,Flight 
1509,22,Moonraker 
1510,38,The Grand Budapest Hotel 
1511,8,Hearts in Atlantis 
1512,35,Arachnophobia 
1513,31,Frequency 
1514,37,Ghostbusters 
1515,21,Vacation 
1516,38,Get Shorty 
1517,30,Chicago 
1518,4,Big Daddy 
1519,21,American Pie 2 
1520,3,Toy Story 
1521,25,Speed 
1522,23,The Vow 
1523,2,Extraordinary Measures 
1524,43,Remember the Titans 
1525,12,The Hunt for Red October 
1526,36,Lee Daniels' The Butler 
1527,42,The Addams Family 
1528,21,Ace Ventura: When Nature Calls 
1529,39,The Princess Diaries 
1530,21,The First Wives Club 
1531,31,Se7en 
1532,41,District 9 
1533,3,The SpongeBob SquarePants Movie 
1534,31,Mystic River 
1535,16,Million Dollar Baby 
1536,38,Analyze This 
1537,23,The Notebook 
1538,39,27 Dresses 
1539,19,Hannah Montana: The Movie 
1540,33,Rugrats in Paris: The Movie 
1541,23,The Prince of Tides 
1542,44,Legends of the Fall 
1543,23,Up in the Air 
1544,4,About Schmidt 
1545,39,Warm Bodies 
1546,25,Looper 
1547,42,Down to Earth 
1548,4,Babe 
1549,23,Hope Springs 
1550,23,Forgetting Sarah Marshall 
1551,16,Friday Night Lights             
1552,31,Four Brothers 
1553,39,Baby Mama 
1554,23,Hope Floats 
1555,39,Bride Wars 
1556,8,Without a Paddle 
1557,24,13 Going on 30 
1558,24,Midnight in Paris 
1559,33,The Nut Job 
1560,36,Blow 
1561,23,Message in a Bottle 
1562,22,Star Trek V: The Final Frontier 
1563,16,Like Mike 
1564,38,Naked Gun 33 1/3: The Final Insult 
1565,12,A View to a Kill 
1566,33,The Curse of the Were-Rabbit 
1567,23,P.S. I Love You 
1568,16,Racing Stripes 
1569,13,Atonement 
1570,23,Letters to Juliet 
1571,25,Black Rain 
1572,21,The Three Stooges 
1573,20,Corpse Bride 
1574,43,Glory Road 
1575,31,Sicario 
1576,16,Southpaw 
1577,18,Drag Me to Hell 
1578,24,The Age of Adaline 
1579,4,Secondhand Lions 
1580,19,Step Up 3D 
1581,16,Blue Crush 
1582,24,Stranger Than Fiction 
1583,18,30 Days of Night 
1584,26,The Cabin in the Woods 
1585,21,Meet the Spartans 
1586,40,Midnight Run 
1587,41,The Running Man 
1588,30,Little Shop of Horrors 
1589,1,Hanna 
1590,8,The Family             
1591,37,Mortal Kombat: Annihilation 
1592,23,Larry Crowne 
1593,19,Take the Lead 
1594,4,Entourage             
1595,16,Gridiron Gang 
1596,38,What's the Worst That Could Happen? 
1597,8,9 
1598,39,The Prince and Me 
1599,20,Winnie the Pooh 
1600,21,Dumb and Dumberer: When Harry Met Lloyd 
1601,23,Bulworth 
1602,19,Get on Up 
1603,2,One True Thing 
1604,41,Virtuosity 
1605,39,My Super Ex-Girlfriend 
1606,26,Deliver Us from Evil 
1607,2,Sanctum 
1608,39,Little Black Book 
1609,39,The Five-Year Engagement 
1610,16,Mr 3000 
1611,27,The Next Three Days 
1612,41,Ultraviolet 
1613,25,Assault on Precinct 13 
1614,25,The Replacement Killers 
1615,12,Fled 
1616,18,Eight Legged Freaks 
1617,23,Love & Other Drugs 
1618,31,88 Minutes 
1619,2,North Country 
1620,38,The Whole Ten Yards 
1621,34,Splice 
1622,22,Howard the Duck 
1623,27,Pride and Glory 
1624,18,The Cave 
1625,39,Alex & Emma 
1626,18,Fright Night 
1627,32,The New World 
1628,22,Wing Commander 
1629,24,In Dreams 
1630,37,Dragonball: Evolution 
1631,25,The Last Stand 
1632,18,Godsend 
1633,33,Hoodwinked Too! Hood vs. Evil 
1634,2,An Unfinished Life 
1635,17,The Imaginarium of Doctor Parnassus 
1636,4,Barney's Version 
1637,27,Trapped             
1638,25,Runner Runner 
1639,25,Antitrust 
1640,27,Once Upon a Time in America 
1641,25,Dead Man Down 
1642,23,The Merchant of Venice 
1643,25,The Good Thief 
1644,16,Supercross 
1645,36,Miss Potter 
1646,24,The Promise 
1647,12,DOA: Dead or Alive 
1648,44,The Assassination of Jesse James by the Coward Robert Ford 
1649,10,1911 
1650,21,Little Nicholas 
1651,25,Wild Card 
1652,36,Machine Gun Preacher 
1653,33,Animals United 
1654,32,The Color of Freedom 
1655,5,United Passions 
1656,36,Grace of Monaco 
1657,3,A Warrior's Tail 
1658,31,Ripley's Game 
1659,3,Sausage Party 
1660,19,Pitch Perfect 2 
1661,19,Walk the Line 
1662,8,12 Monkeys             
1663,23,Keeping the Faith 
1664,17,The Borrowers 
1665,2,Frost/Nixon 
1666,36,Confessions of a Dangerous Mind 
1667,39,Serving Sara 
1668,21,The Boss 
1669,32,Cry Freedom 
1670,4,Mumford 
1671,35,Seed of Chucky 
1672,8,The Jacket 
1673,20,Aladdin 
1674,32,Straight Outta Compton 
1675,12,Indiana Jones and the Temple of Doom 
1676,20,The Rugrats Movie 
1677,27,Along Came a Spider 
1678,19,Florence Foster Jenkins 
1679,25,Once Upon a Time in Mexico 
1680,1,Die Hard 
1681,4,Role Models 
1682,32,The Big Short 
1683,19,Taking Woodstock 
1684,5,Miracle 
1685,39,The Wedding Planner 
1686,33,Harlock: Space Pirate 
1687,4,The Royal Tenenbaums 
1688,8,Identity 
1689,39,Last Vegas 
1690,12,For Your Eyes Only 
1691,39,Serendipity 
1692,41,Timecop 
1693,21,Zoolander 
1694,23,Safe Haven 
1695,42,Hocus Pocus 
1696,23,No Reservations 
1697,4,Kick-Ass 
1698,40,30 Minutes or Less 
1699,35,Dracula 2000 
1700,21,"Alexander and the Terrible, Horrible, No Good, Very Bad Day "
1701,23,Pride & Prejudice 
1702,34,Blade Runner 
1703,36,Rob Roy 
1704,1,3 Days to Kill 
1705,27,We Own the Night 
1706,18,Lost Souls 
1707,7,Winged Migration 
1708,42,Just My Luck 
1709,16,"Mystery, Alaska "
1710,21,The Spy Next Door 
1711,42,A Simple Wish 
1712,41,Ghosts of Mars 
1713,4,Our Brand Is Crisis 
1714,18,Pride and Prejudice and Zombies 
1715,10,Kundun 
1716,23,How to Lose Friends & Alienate People 
1717,40,Kick-Ass 2 
1718,10,Captain Alatriste: The Spanish Musketeer 
1719,25,Brick Mansions 
1720,12,Octopussy 
1721,39,Knocked Up 
1722,2,My Sister's Keeper 
1723,39,"Welcome Home, Roscoe Jenkins "
1724,28,A Passage to India 
1725,27,Notes on a Scandal 
1726,2,Rendition 
1727,27,Limitless             
1728,22,Star Trek VI: The Undiscovered Country 
1729,2,Divine Secrets of the Ya-Ya Sisterhood 
1730,17,The Jungle Book 
1731,31,Kiss the Girls 
1732,19,The Blues Brothers 
1733,23,The Sisterhood of the Traveling Pants 2 
1734,19,Joyful Noise 
1735,23,About a Boy 
1736,18,Lake Placid 
1737,28,The Right Stuff 
1738,28,Anonymous 
1739,17,The NeverEnding Story 
1740,8,Dark City 
1741,32,The Duchess 
1742,4,The Honeymooners             
1743,17,Return to Oz 
1744,44,The Newton Boys 
1745,26,Case 39 
1746,31,Suspect Zero 
1747,4,Martian Child 
1748,22,Spy Kids: All the Time in the World in 4D 
1749,27,Money Monster 
1750,40,Formula 51 
1751,38,Flawless 
1752,26,Mindhunters 
1753,4,What Just Happened 
1754,2,The Statement 
1755,30,The Magic Flute 
1756,40,Paul Blart: Mall Cop 
1757,19,Freaky Friday 
1758,39,The 40-Year-Old Virgin 
1759,23,Shakespeare in Love 
1760,31,A Walk Among the Tombstones 
1761,40,Kindergarten Cop 
1762,40,Pineapple Express 
1763,23,Ever After: A Cinderella Story 
1764,44,Open Range 
1765,34,Flatliners 
1766,4,It's Always Sunny in Philadelphia             
1767,10,A Bridge Too Far 
1768,8,Red Eye 
1769,18,Final Destination 2 
1770,19,"O Brother, Where Art Thou? "
1771,35,Legion 
1772,38,Pain & Gain 
1773,23,In Good Company 
1774,22,Clockstoppers 
1775,44,Silverado 
1776,22,Agent Cody Banks 2: Destination London 
1777,39,New Year's Eve 
1778,8,Original Sin 
1779,31,The Raven 
1780,39,Welcome to Mooseport 
1781,37,Highlander: The Final Dimension 
1782,27,Blood and Wine 
1783,35,Snow White: A Tale of Terror 
1784,31,The Curse of the Jade Scorpion 
1785,39,Accidental Love 
1786,17,Flipper 
1787,8,Self/less 
1788,8,The Constant Gardener 
1789,2,The Passion of the Christ 
1790,23,Mrs. Doubtfire 
1791,2,Rain Man 
1792,2,Gran Torino 
1793,32,W. 
1794,1,Taken 
1795,23,The Best of Me 
1796,19,The Bodyguard 
1797,32,Schindler's List 
1798,2,The Help 
1799,36,The Fifth Estate 
1800,17,Scooby-Doo 2: Monsters Unleashed 
1801,8,Viy 
1802,18,Freddy vs. Jason 
1803,2,The Face of an Angel 
1804,33,Jimmy Neutron: Boy Genius 
1805,22,Cloverfield 
1806,22,Teenage Mutant Ninja Turtles II: The Secret of the Ooze 
1807,27,The Untouchables 
1808,27,No Country for Old Men 
1809,40,Ride Along 
1810,23,Bridget Jones's Diary 
1811,23,Chocolat 
1812,21,"Legally Blonde 2: Red, White & Blonde "
1813,21,Parental Guidance 
1814,39,No Strings Attached 
1815,44,Tombstone 
1816,25,Romeo Must Die 
1817,18,Final Destination 3 
1818,23,The Lucky One 
1819,17,Bridge to Terabithia 
1820,36,Finding Neverland 
1821,21,A Madea Christmas 
1822,12,The Grey 
1823,26,Hide and Seek 
1824,4,Anchorman: The Legend of Ron Burgundy 
1825,36,Goodfellas 
1826,40,Agent Cody Banks 
1827,42,Nanny McPhee 
1828,27,Scarface 
1829,40,Nothing to Lose 
1830,32,The Last Emperor 
1831,25,Contraband 
1832,40,Money Talks 
1833,2,There Will Be Blood 
1834,3,The Wild Thornberrys Movie 
1835,20,Rugrats Go Wild 
1836,21,Undercover Brother 
1837,23,The Sisterhood of the Traveling Pants 
1838,25,Kiss of the Dragon 
1839,39,The House Bunny 
1840,21,Beauty Shop 
1841,43,Million Dollar Arm 
1842,34,The Giver 
1843,39,What a Girl Wants 
1844,18,Jeepers Creepers II 
1845,39,Good Luck Chuck 
1846,25,Cradle 2 the Grave 
1847,23,The Hours 
1848,39,She's the Man 
1849,21,Mr. Bean's Holiday 
1850,18,Anacondas: The Hunt for the Blood Orchid 
1851,27,Blood Ties 
1852,19,August Rush 
1853,32,Elizabeth 
1854,35,Bride of Chucky 
1855,10,Tora! Tora! Tora! 
1856,19,Spice World 
1857,21,The Sitter 
1858,19,Dance Flick 
1859,27,The Shawshank Redemption 
1860,38,Crocodile Dundee in Los Angeles 
1861,16,Kingpin 
1862,2,August: Osage County 
1863,16,Ice Princess 
1864,23,A Lot Like Love 
1865,16,He Got Game 
1866,23,Don Juan DeMarco 
1867,33,Shaun the Sheep             
1868,13,Dear John 
1869,31,The Losers 
1870,35,Don't Be Afraid of the Dark 
1871,25,War 
1872,23,Punch-Drunk Love 
1873,21,EuroTrip 
1874,25,Half Past Dead 
1875,17,Unaccompanied Minors 
1876,2,"Bright Lights, Big City "
1877,20,The Adventures of Pinocchio 
1878,5,The Greatest Game Ever Played 
1879,8,The Box 
1880,18,The Ruins 
1881,39,The Next Best Thing 
1882,23,The Girl Next Door 
1883,31,Maximum Risk 
1884,32,Legend 
1885,21,Hot Rod 
1886,18,Shark Night 3D 
1887,2,Angela's Ashes 
1888,16,Draft Day 
1889,41,Lifeforce 
1890,3,The Powerpuff Girls             
1891,28,The Conspirator 
1892,43,Lords of Dogtown 
1893,32,The 33 
1894,37,Big Trouble in Little China 
1895,39,A Perfect Plan 
1896,16,Warrior 
1897,13,Michael Collins 
1898,10,Gettysburg 
1899,13,Stop-Loss 
1900,19,Abandon 
1901,8,Brokedown Palace 
1902,23,Mrs. Winterbourne 
1903,1,Straw Dogs 
1904,4,The Hoax 
1905,25,Stone Cold 
1906,2,The Road 
1907,17,Sheena 
1908,25,Underclassman 
1909,39,Say It Isn't So 
1910,43,The World's Fastest Indian 
1911,25,Snakes on a Plane 
1912,41,Tank Girl 
1913,38,King's Ransom 
1914,8,Blindness 
1915,35,BloodRayne 
1916,4,Carnage 
1917,31,Where the Truth Lies 
1918,24,Cirque du Soleil: Worlds Away 
1919,43,Without Limits 
1920,2,Me and Orson Welles 
1921,31,The Best Offer 
1922,27,Bad Lieutenant: Port of Call New Orleans 
1923,33,A Turtle's Tale: Sammy's Adventures 
1924,4,Little White Lies 
1925,16,Love Ranch 
1926,33,The True Story of Puss'N Boots 
1927,33,Space Dogs 
1928,27,The Counselor 
1929,28,Ironclad 
1930,10,Waterloo 
1931,1,Kung Fu Killer 
1932,1,Red Sky 
1933,2,On the Road 
1934,22,Star Trek IV: The Voyage Home 
1935,16,Rocky Balboa 
1936,16,Point Break 
1937,26,Scream 2 
1938,15,Jane Got a Gun 
1939,39,Think Like a Man Too 
1940,38,The Whole Nine Yards 
1941,4,Old School 
1942,24,The Fisher King 
1943,26,I Still Know What You Did Last Summer 
1944,23,Return to Me 
1945,39,Zack and Miri Make a Porno 
1946,38,Nurse Betty 
1947,13,The Men Who Stare at Goats 
1948,40,Double Take 
1949,36,"Girl, Interrupted "
1950,39,Win a Date with Tad Hamilton! 
1951,17,Muppets from Space 
1952,0,The Wiz 
1953,16,Ready to Rumble 
1954,16,Play It to the Bone 
1955,39,I Don't Know How She Does It 
1956,18,Piranha 3D 
1957,0,Beyond the Sea 
1958,21,Meet the Deedles 
1959,3,The Princess and the Cobbler 
1960,23,The Bridge of San Luis Rey 
1961,25,Faster 
1962,3,Howl's Moving Castle 
1963,34,Zombieland 
1964,16,The Waterboy 
1965,37,Star Wars: Episode V - The Empire Strikes Back 
1966,25,Bad Boys 
1967,38,The Naked Gun 2½: The Smell of Fear 
1968,18,Final Destination 
1969,2,The Ides of March 
1970,34,Pitch Black 
1971,39,Someone Like You... 
1972,34,Her 
